ID_EDESP;TIPO_ESTACIONAMENTO;DESTINACAO_ESPECIFICA;DIA_REGRA_OPERACAO;PERIODO_VALIDO_REGRA_OPERACAO;NUMERO_VAGAS_FISICAS;NUMERO_VAGAS_ROTATIVAS;TEMPO_PERMANENCIA;TIPO_LOGRADOURO;LOGRADOURO;REFERENCIA_LOGRADOURO;BAIRRO;GEOMETRIA
670;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);AVENIDA;PASTEUR;ENTRE RUA RIO GRANDE DO NORTE E AVE CARANDAI;SANTA EFIGÊNIA;POINT (612085.42 7796209.14)
525;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);RUA;RIO GRANDE DO NORTE;ENTRE RUA DOS AIMORES E AVE AFONSO PENA;FUNCIONÁRIOS;POINT (611891.14 7795808.21)
526;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);RUA;RIO GRANDE DO NORTE;ENTRE RUA DOS AIMORES E AVE AFONSO PENA;FUNCIONÁRIOS;POINT (611891.14 7795808.21)
553;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;11;110;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA PARAIBA E AVE CRISTOVAO COLOMBO;SAVASSI;POINT (611527.56 7795100.87)
554;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;11;55;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA PARAIBA E AVE CRISTOVAO COLOMBO;SAVASSI;POINT (611527.56 7795100.87)
565;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;19;190;1 HORA(S);AVENIDA;ALVARES CABRAL;ENTRE AVE DO CONTORNO E RUA SANTOS BARRETO;SANTO AGOSTINHO;POINT (609827.04 7795571.90)
566;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;19;95;1 HORA(S);AVENIDA;ALVARES CABRAL;ENTRE AVE DO CONTORNO E RUA SANTOS BARRETO;SANTO AGOSTINHO;POINT (609827.04 7795571.90)
982;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;10;50;1 HORA(S);RUA;OURO PRETO;ENTRE RUA DOS GUAJAJARAS E AVE AUGUSTO DE LIMA;BARRO PRETO;POINT (609824.36 7796741.94)
983;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;10;100;1 HORA(S);RUA;OURO PRETO;ENTRE RUA DOS GUAJAJARAS E AVE AUGUSTO DE LIMA;BARRO PRETO;POINT (609824.36 7796741.94)
990;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;17;170;1 HORA(S);RUA;ARAGUARI;ENTRE RUA DOS GOITACAZES E AVE AUGUSTO DE LIMA;BARRO PRETO;POINT (610010.04 7796853.90)
991;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;17;85;1 HORA(S);RUA;ARAGUARI;ENTRE RUA DOS GOITACAZES E AVE AUGUSTO DE LIMA;BARRO PRETO;POINT (610010.04 7796853.90)
712;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);AVENIDA;OIAPOQUE;ENTRE AVE DO CONTORNO E RUA SAO PAULO;CENTRO;POINT (611107.62 7797680.28)
713;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);AVENIDA;OIAPOQUE;ENTRE AVE DO CONTORNO E RUA SAO PAULO;CENTRO;POINT (611107.62 7797680.28)
737;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);AVENIDA;AFONSO PENA;ENTRE RUA TRIFANA E RUA ALFENAS;SERRA;POINT (612735.40 7794295.64)
738;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);AVENIDA;AFONSO PENA;ENTRE RUA TRIFANA E RUA ALFENAS;SERRA;POINT (612735.40 7794295.64)
784;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;15;150;1 HORA(S);RUA;DOS TIMBIRAS;ENTRE RUA PARACATU E AVE BARBACENA;BARRO PRETO;POINT (609633.67 7796629.40)
785;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;15;75;1 HORA(S);RUA;DOS TIMBIRAS;ENTRE RUA PARACATU E AVE BARBACENA;BARRO PRETO;POINT (609633.67 7796629.40)
810;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA ALAGOAS E AVE DO CONTORNO;SAVASSI;POINT (611101.09 7794853.90)
811;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA ALAGOAS E AVE DO CONTORNO;SAVASSI;POINT (611101.09 7794853.90)
856;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;13;65;1 HORA(S);RUA;MATO GROSSO;ENTRE AVE AUGUSTO DE LIMA E RUA DOS GUAJAJARAS;BARRO PRETO;POINT (610108.95 7796686.23)
857;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;13;130;1 HORA(S);RUA;MATO GROSSO;ENTRE AVE AUGUSTO DE LIMA E RUA DOS GUAJAJARAS;BARRO PRETO;POINT (610108.95 7796686.23)
860;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;13;130;1 HORA(S);RUA;CURITIBA;ENTRE AVE AUGUSTO DE LIMA E RUA DOS GUAJAJARAS;CENTRO;POINT (610669.22 7796618.80)
861;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;13;65;1 HORA(S);RUA;CURITIBA;ENTRE AVE AUGUSTO DE LIMA E RUA DOS GUAJAJARAS;CENTRO;POINT (610669.22 7796618.80)
1147;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;13;130;1 HORA(S);RUA;DOS CARIJOS;ENTRE RUA SAO PAULO E RUA CURITIBA;CENTRO;POINT (610915.80 7797161.46)
1148;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;13;65;1 HORA(S);RUA;DOS CARIJOS;ENTRE RUA SAO PAULO E RUA CURITIBA;CENTRO;POINT (610915.80 7797161.46)
1218;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;10;100;1 HORA(S);RUA;PROFESSOR MORAES;ENTRE RUA TOME DE SOUZA E RUA ANTONIO DE ALBUQUERQUE;SAVASSI;POINT (611827.23 7794977.75)
1219;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;10;50;1 HORA(S);RUA;PROFESSOR MORAES;ENTRE RUA TOME DE SOUZA E RUA ANTONIO DE ALBUQUERQUE;SAVASSI;POINT (611827.23 7794977.75)
1007;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);RUA;CEARA;ENTRE RUA DOMINGOS VIEIRA E RUA ALVARES MACIEL;SANTA EFIGÊNIA;POINT (612426.58 7796684.58)
1008;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);RUA;CEARA;ENTRE RUA DOMINGOS VIEIRA E RUA ALVARES MACIEL;SANTA EFIGÊNIA;POINT (612426.58 7796684.58)
1035;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;20;200;1 HORA(S);AVENIDA;BRASIL;ENTRE RUA PERNAMBUCO E RUA ALAGOAS;BOA VIAGEM;POINT (611560.00 7795806.02)
1036;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;20;100;1 HORA(S);AVENIDA;BRASIL;ENTRE RUA PERNAMBUCO E RUA ALAGOAS;BOA VIAGEM;POINT (611560.00 7795806.02)
1045;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;8;80;1 HORA(S);AVENIDA;BARBACENA;ENTRE RUA ARAGUARI E RUA ALVARENGA PEIXOTO;SANTO AGOSTINHO;POINT (609862.73 7796095.42)
1046;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;8;40;1 HORA(S);AVENIDA;BARBACENA;ENTRE RUA ARAGUARI E RUA ALVARENGA PEIXOTO;SANTO AGOSTINHO;POINT (609862.73 7796095.42)
1242;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;4;40;1 HORA(S);RUA;RIO GRANDE DO SUL;ENTRE RUA BERNARDO GUIMARAES E RUA GONCALVES DIAS;SANTO AGOSTINHO;POINT (610115.67 7796165.22)
1243;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;4;20;1 HORA(S);RUA;RIO GRANDE DO SUL;ENTRE RUA BERNARDO GUIMARAES E RUA GONCALVES DIAS;SANTO AGOSTINHO;POINT (610115.67 7796165.22)
1257;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;12;120;1 HORA(S);AVENIDA;DO CONTORNO;ENTRE RUA CLAUDIO MANOEL E RUA GONCALVES DIAS;FUNCIONÁRIOS;POINT (612493.40 7795375.79)
1258;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;12;60;1 HORA(S);AVENIDA;DO CONTORNO;ENTRE RUA CLAUDIO MANOEL E RUA GONCALVES DIAS;FUNCIONÁRIOS;POINT (612493.40 7795375.79)
1344;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);AVENIDA;RAJA GABAGLIA;ENTRE RUA CACHOEIRA DE MINAS E RUA PROFESSOR BARONI;GUTIERREZ;POINT (609162.47 7794329.19)
1345;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);AVENIDA;RAJA GABAGLIA;ENTRE RUA CACHOEIRA DE MINAS E RUA PROFESSOR BARONI;GUTIERREZ;POINT (609162.47 7794329.19)
1353;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);AVENIDA;RAJA GABAGLIA;ENTRE RUA TREZE DE SETEMBRO E RUA RADIANTE;ALPES;POINT (608851.58 7793311.47)
1354;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);AVENIDA;RAJA GABAGLIA;ENTRE RUA TREZE DE SETEMBRO E RUA RADIANTE;ALPES;POINT (608851.58 7793311.47)
1472;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);RUA;DOS TUPIS;ENTRE RUA ESPIRITO SANTO E RUA RIO DE JANEIRO;CENTRO;POINT (611106.63 7796828.29)
1473;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);RUA;DOS TUPIS;ENTRE RUA ESPIRITO SANTO E RUA RIO DE JANEIRO;CENTRO;POINT (611106.63 7796828.29)
1679;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;12;120;1 HORA(S);RUA;DOS GOITACAZES;ENTRE RUA DA BAHIA E RUA ESPIRITO SANTO;CENTRO;POINT (611142.71 7796663.30)
1680;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;12;60;1 HORA(S);RUA;DOS GOITACAZES;ENTRE RUA DA BAHIA E RUA ESPIRITO SANTO;CENTRO;POINT (611142.71 7796663.30)
1687;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;23;230;1 HORA(S);RUA;DOS CARIJOS;ENTRE RUA DA BAHIA E RUA ESPIRITO SANTO;CENTRO;POINT (611251.05 7797069.39)
1688;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;23;115;1 HORA(S);RUA;DOS CARIJOS;ENTRE RUA DA BAHIA E RUA ESPIRITO SANTO;CENTRO;POINT (611251.05 7797069.39)
1703;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);RUA;SANTA RITA DURAO;ENTRE RUA ALAGOAS E RUA SERGIPE;SAVASSI;POINT (611346.35 7795460.39)
1704;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);RUA;SANTA RITA DURAO;ENTRE RUA ALAGOAS E RUA SERGIPE;SAVASSI;POINT (611346.35 7795460.39)
1719;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;10;100;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA BERNARDO GUIMARAES E RUA PIAUI;FUNCIONÁRIOS;POINT (612290.93 7795516.93)
1720;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;10;50;1 HORA(S);AVENIDA;GETULIO VARGAS;ENTRE RUA BERNARDO GUIMARAES E RUA PIAUI;FUNCIONÁRIOS;POINT (612290.93 7795516.93)
1726;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;10;100;1 HORA(S);RUA;DOMINGOS VIEIRA;ENTRE RUA MARANHAO E RUA PIAUI;SANTA EFIGÊNIA;POINT (612600.41 7796722.09)
1727;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;10;50;1 HORA(S);RUA;DOMINGOS VIEIRA;ENTRE RUA MARANHAO E RUA PIAUI;SANTA EFIGÊNIA;POINT (612600.41 7796722.09)
1749;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;36;360;1 HORA(S);RUA;SAO PAULO;ENTRE AVE AMAZONAS E RUA DOS CARIJOS;CENTRO;POINT (610934.37 7797115.98)
1750;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;36;180;1 HORA(S);RUA;SAO PAULO;ENTRE AVE AMAZONAS E RUA DOS CARIJOS;CENTRO;POINT (610934.37 7797115.98)
1529;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);RUA;DOS TAMOIOS;ENTRE RUA CURITIBA E AVE PARANA;CENTRO;POINT (610740.06 7797060.07)
1530;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);RUA;DOS TAMOIOS;ENTRE RUA CURITIBA E AVE PARANA;CENTRO;POINT (610740.06 7797060.07)
1587;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;14;140;1 HORA(S);AVENIDA;JOAO PINHEIRO;ENTRE RUA DOS GUAJAJARAS E RUA DOS TIMBIRAS;BOA VIAGEM;POINT (611316.08 7796304.79)
1588;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;14;70;1 HORA(S);AVENIDA;JOAO PINHEIRO;ENTRE RUA DOS GUAJAJARAS E RUA DOS TIMBIRAS;BOA VIAGEM;POINT (611316.08 7796304.79)
1600;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;9;90;1 HORA(S);RUA;RIO DE JANEIRO;ENTRE RUA DOS GUAJAJARAS E RUA DOS TIMBIRAS;LOURDES;POINT (610894.98 7796422.99)
1601;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;9;45;1 HORA(S);RUA;RIO DE JANEIRO;ENTRE RUA DOS GUAJAJARAS E RUA DOS TIMBIRAS;LOURDES;POINT (610894.98 7796422.99)
1629;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;10;100;1 HORA(S);RUA;PERNAMBUCO;ENTRE RUA SANTA RITA DURAO E RUA DOS INCONFIDENTES;SAVASSI;POINT (611471.76 7795320.26)
1630;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;10;50;1 HORA(S);RUA;PERNAMBUCO;ENTRE RUA SANTA RITA DURAO E RUA DOS INCONFIDENTES;SAVASSI;POINT (611471.76 7795320.26)
1642;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;11;55;1 HORA(S);AVENIDA;BRASIL;ENTRE AVE AFONSO PENA E RUA PERNAMBUCO;FUNCIONÁRIOS;POINT (611717.52 7795897.14)
1643;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;11;110;1 HORA(S);AVENIDA;BRASIL;ENTRE AVE AFONSO PENA E RUA PERNAMBUCO;FUNCIONÁRIOS;POINT (611717.52 7795897.14)
1653;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;9;90;1 HORA(S);AVENIDA;PROFESSOR MARIO WERNECK;ENTRE AVE ENGENHEIRO CARLOS GOULART E RUA WALTER GUIMARAES FIGUEIREDO;BURITIS;POINT (608462.35 7791728.13)
1654;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;9;45;1 HORA(S);AVENIDA;PROFESSOR MARIO WERNECK;ENTRE AVE ENGENHEIRO CARLOS GOULART E RUA WALTER GUIMARAES FIGUEIREDO;BURITIS;POINT (608462.35 7791728.13)
1659;ROTATIVO;MOTOFRETE;SEGUNDA A SEXTA;08:00 ÀS 18:00 H ;6;60;1 HORA(S);AVENIDA;PROFESSOR MARIO WERNECK;ENTRE RUA JOSE RODRIGUES PEREIRA E RUA WALTER GUIMARAES FIGUEIREDO;BURITIS;POINT (608330.61 7791577.36)
1660;ROTATIVO;MOTOFRETE;SÁBADO;08:00 ÀS 13:00 H ;6;30;1 HORA(S);AVENIDA;PROFESSOR MARIO WERNECK;ENTRE RUA JOSE RODRIGUES PEREIRA E RUA WALTER GUIMARAES FIGUEIREDO;BURITIS;POINT (608330.61 7791577.36)
